PAR([mmol (photons) m-2 s-1]),Tradescantia_avg,Tradescantia_std,Peperomia_avg,Peperomia_std,Monalisa_avg,Monalisa_std,Philodendron_avg,Philodendron_std,Chlorophytum_avg,Chlorophytum_std,Sphatophilum_avg,Sphatophilum_std
241,3.87939732347158,1.110773671941766,2.709373555402933,1.4003000275948352,4.313673263445831,1.5166905166303952,2.22482613333706,1.296085592334978,9.441769583285277,2.51243035482307,7.1345300312329085,3.07751339578286
242,3.88479361626141,1.1120444955287598,2.71432827550033,1.4005325320536262,4.321935070530946,1.5174071585449267,2.2265079770833345,1.2962045953864214,9.453345830519018,2.5167009231005593,7.137957493506824,3.079926499917016
243,3.8901538863321914,1.1133064021028818,2.7192649391331924,1.4007638026962,4.3301637436984945,1.518117541430188,2.228178985634385,1.29632062751252,9.464851391381268,2.520953794862477,7.141337795646335,3.0823087354788665
244,3.8954784562377522,1.1145594759951616,2.7241836585909747,1.4009939074414999,4.338359481072042,1.5188217630732535,2.2298392552757873,1.2964337321271355,9.47628684601189,2.5251890616619432,7.144671381162224,3.084660369096006
245,3.900767644670707,1.1158038004679915,2.7290845450170123,1.4012229128678795,4.346522478887409,1.5195199198789908,2.231488881081068,1.2965439519209325,9.487652768110612,2.5294068144390565,7.147958687990492,3.0869816644947607
246,3.9060217665203365,1.117039457732047,2.733967708425211,1.4014508842378695,4.354652931517162,1.5202121068915324,2.2331279569315194,1.296651328875168,9.49894972502758,2.5336071435271426,7.151200148580165,3.089272882539284
247,3.9112411329294385,1.1182665289628835,2.7388332577164163,1.401677885522431,4.362751031494686,1.5208984178153329,2.2347565755356364,1.296755904275178,9.510178277852368,2.53779013865887,7.154396189979459,3.091534281270037
248,3.916426051350148,1.1194850943172194,2.7436813006944782,1.401903979424708,4.370816969537881,1.521578945035826,2.23637482844814,1.2968577187235668,9.521338981501435,2.5419558889722347,7.157547233920299,3.093766115941677
249,3.9215768255987657,1.1206952329489153,2.7485119440820225,1.402129227403295,4.37885093457245,1.522253779639689,2.237982806088641,1.2969568121531179,9.532432384804146,2.54610448301644,7.1606536969012655,3.095968639060338
250,3.9266937559095942,1.1218970230246548,2.753325293535915,1.402353689695023,4.386853113754833,1.5229230114347283,2.2395805977599186,1.2970532238394181,9.54345903058731,2.5502360087576457,7.163715990268958,3.0981421004203384
251,3.9317771389878384,1.123090541739332,2.7581214536624503,1.4025774253372836,4.394823692494747,1.5235867289693805,2.241168291665851,1.2971469924132146,9.554419455758294,2.5543505535846087,7.166734520297867,3.100286747140318
252,3.9368272680615437,1.124275865331149,2.7629005280322603,1.4028004921898984,4.4027628544773805,1.5242450195518593,2.2427459749289818,1.297238155872504,9.565314191386756,2.558448204314228,7.169709688268728,3.102402823698801
253,3.9418444329326325,1.1254530690964388,2.7676626191949403,1.4030229469565447,4.410670781685213,1.5248979692689373,2.244313733607744,1.297326751594364,9.576143762784985,2.5625290471969593,7.172641890545437,3.1044905719692224
254,3.9468289200270337,1.1266222274042128,2.7724078286934164,1.4032448452057469,4.418547654419504,1.5255456630043778,2.24587165271335,1.2974128163465322,9.586908689586922,2.5665931679221594,7.175531518650541,3.106550231254403
255,3.951781012443933,1.127783413710433,2.7771362570780496,1.403466241391448,4.426393651321418,1.526188184457028,2.24741981622635,1.2974963862987356,9.597609485825851,2.570640651623301,7.178378959339319,3.1085820383204887
256,3.9567009900041574,1.1289367005720345,2.781848003920474,1.4036871888731637,4.434208949392832,1.5268256161585736,2.2489583071128685,1.2975774970337848,9.608246660010805,2.5746715828831235,7.181184594672512,3.110586227430373
257,3.961589129297718,1.1300821596606774,2.7865431678272006,1.403907739935736,4.441993724016802,1.527458039490972,2.250487207340526,1.297656183558427,9.618820715201698,2.578686045738658,7.183948802087727,3.1125630303765988
258,3.9664457037305194,1.1312198617762568,2.7912218464529683,1.404127945808693,4.449748148977705,1.5280855347035567,2.252006597894057,1.2977324803139763,9.629332149083238,2.582684123686195,7.186671954469507,3.1145126765137623
259,3.971270983570267,1.132349876860163,2.7958841365138465,1.4043478566852208,4.457472396481071,1.5287081809298355,2.2535165587906234,1.2978064211867146,9.639781454037601,2.5866658996861482,7.189354420218141,3.11643539279041
260,3.9760652359915665,1.133472274008298,2.800530133800125,1.4045675217407625,4.465166637173094,1.5293260562039834,2.2550171690948346,1.2978780395180791,9.65016911721592,2.590631456167832,7.191996563317236,3.1183314037804526
261,3.9808287251202534,1.1345871214838634,2.8051599331889516,1.4047869891512466,4.472831040159849,1.5299392374770289,2.2565085069334896,1.297947368114633,9.660495620608616,2.5945808750341723,7.194598743400036,3.1202009317140997
262,3.98556171207696,1.1356944867299077,2.8097736286567656,1.4050063061109588,4.480465773026194,1.5305478006327549,2.257990649510024,1.2980144392578308,9.67076144111457,2.598514237666322,7.197161315814567,3.1220441965083197
263,3.9902644550199304,1.136794436381656,2.8143713132914923,1.4052255188500613,4.488071001854397,1.531151820503309,2.2594636731187006,1.298079284713577,9.680967050609155,2.6024316249282164,7.199684631687587,3.1238614157968416
264,3.9949372091870967,1.1378870362786129,2.8189530793045416,1.4054446726517693,4.4956468912424565,1.5317513708845332,2.2609276531585127,1.2981419357415929,9.691112916011216,2.60633311717104,7.202169037987413,3.125652804959693
265,3.9995802269374545,1.1389723514764503,2.823519018042587,1.4056638118691933,4.503193604322143,1.532346524551021,2.262382664146846,1.2982024231045803,9.701199499348904,2.610218794237631,7.204614877585602,3.127418577152299
266,4.00419375779172,1.1400504462586833,2.8280692199991373,1.405882979941852,4.510711302776781,1.5329373532709074,2.2638287797328682,1.298260777077207,9.711227257824493,2.6140887354668165,7.207022489317542,3.1291589433341334
267,4.008778048472299,1.1411213841481374,2.83260377482591,1.406102219411865,4.518200146858723,1.5335239278203894,2.265266072710678,1.2983170274548976,9.721196643878137,2.617943019697666,7.20939220804197,3.1308741122969432
268,4.0133333429425875,1.1421852279182114,2.8371227713440113,1.4063215719398363,4.5256602954065945,1.5341063179979997,2.2666946150322054,1.298371203562451,9.731108105250613,2.621781725273705,7.211724364699417,3.132564290692549
269,4.017859882445594,1.1432420396039435,2.8416262975549214,1.406541078320425,4.533091905862246,1.5346845926386177,2.268114477819873,1.2984233342624782,9.740962085045046,2.6256049300470368,7.214019286369638,3.1342296830602154
270,4.022357905541933,1.1442918805128772,2.8461144406512826,1.4067607784976213,4.540495134287463,1.5352588196272445,2.269525731379028,1.2984734479636684,9.750759021787683,2.629412711382422,7.216277296328022,3.135870491853631
271,4.026827648147164,1.145334811235742,2.850587287027515,1.4069807115797288,4.54787013538042,1.535829065912529,2.270928445210131,1.2985215726288888,9.760499349487658,2.633205146161298,7.218498714101017,3.1374869174674633
272,4.031269343568512,1.1463708916569406,2.855044922290248,1.4072009158540615,4.555217062491887,1.536395397520064,2.272322688020745,1.2985677357831165,9.770183497695845,2.6369823107857133,7.220683855520562,3.1390791582635345
273,4.035683222540978,1.1474001809648566,2.859487431268569,1.4074214288013576,4.562536067641182,1.5369578795654435,2.273708527737279,1.2986119645212157,9.779811891562774,2.640744281182248,7.222833032777605,3.1406474105965962
274,4.040069513262845,1.1484227376619809,2.863914898024104,1.407642287109923,4.569827301531902,1.5375165762671041,2.275086031516537,1.298654285515551,9.78938495189561,2.644491132805841,7.224946554474657,3.142191868839726
275,4.044428441430595,1.149438619574861,2.8683274058609265,1.4078635266895059,4.577090913567406,1.5380715509589384,2.2764552657570487,1.2986947250234542,9.798903095214287,2.648222940643585,7.2270247256774525,3.1437127254093404
276,4.048760230273257,1.1504478838638774,2.8727250373353037,1.4080851826849092,4.584327051866068,1.5386228661026897,2.2778162961101938,1.298733308894535,9.808366733806702,2.65193977921846,7.229067847965703,3.1452101707898437
277,4.053065100586175,1.1514505870328553,2.877107874265271,1.4083072894893456,4.591535863276307,1.539170583300141,2.279169187491128,1.2987700625778518,9.817776275783096,2.6556417225930216,7.23107621948299,3.146684393557919
278,4.05734327076423,1.1524467849385016,2.8814759977400577,1.4085298807575453,4.5987174933913995,1.5397147633050925,2.2805140040895164,1.2988050111289342,9.827132125129571,2.6593288443730385,7.233050134985784,3.148135580406439
279,4.061594956834515,1.153436532799689,2.8858294881293487,1.408752989418615,4.605872086564054,1.5402554660351344,2.2818508093800696,1.2988381792166692,9.836434681760766,2.663001217711067,7.234989885891626,3.1495639161680433
280,4.065820372488478,1.154419885206573,2.890168425092394,1.408976647688659,4.612999785920799,1.5407927505832222,2.283179666132887,1.2988695911300487,9.845684341571728,2.666658915310015,7.236895760326506,3.150969583838372
281,4.070019729113534,1.1553968961295582,2.894492887586973,1.409200887083164,4.620100733376132,1.5413266752290569,2.2845006364236293,1.298899270784784,9.854881496488982,2.670302009426613,7.238768043171392,3.1523527645989344
282,4.074193235824171,1.1563676189281094,2.8988029538782047,1.4094257384291542,4.627175069646486,1.5418572974502722,2.2858137816434985,1.298927241729789,9.864026534520812,2.6739305718748794,7.240607016108005,3.153713637839675
283,4.078341099492547,1.1573321063594098,2.9030987015472216,1.4096512318771264,4.634222934263972,1.5423846739334364,2.287119162509045,1.298953527153539,9.873119839806778,2.6775446740295266,7.242412957663812,3.1550523811811875
284,4.082463524778593,1.1582904105868792,2.907380207499693,1.409877396912754,4.641244465589938,1.54290886058487,2.2884168390718065,1.2989781498902992,9.882161792666446,2.6811443868293146,7.244186143256233,3.156369170496609
285,4.0865607141596305,1.1592425831885425,2.911647547974217,1.4101042623683882,4.648239800828319,1.5434299125412814,2.2897068707277706,1.2990011324262374,9.891152769647418,2.684729780780387,7.245926845236133,3.1576641799332044
286,4.090632867959516,1.1601886751652564,2.915900798550579,1.4103318564343397,4.655209076038799,1.5439478841802305,2.290989316226674,1.2990224969054105,9.90009314357259,2.688300925959548,7.247635332930573,3.158937581933629
287,4.094680184377307,1.1611287369488033,2.920140034157866,1.4105602066699576,4.662152426149795,1.5444628291304163,2.2922642336811436,1.2990422651356408,9.908983283586723,2.691857892017503,7.249311872684828,3.160189547256887
288,4.098702859515486,1.1620628184098412,2.92436532908246,1.410789340014504,4.669069984971231,1.5449748002817973,2.293531680575672,1.299060458594273,9.91782355520228,2.69540074818207,7.250956727903741,3.1614202449989874
289,4.102701087407723,1.162990968865729,2.9285767569759047,1.4110192827978336,4.675961885207148,1.5454838497955456,2.294791713775442,1.2990770984338242,9.926614320344603,2.698929563261344,7.2525701590923415,3.162629842613295
290,4.106675060046202,1.1639132370882135,2.932774390862638,1.4112500607508782,4.682828258468125,1.545990029113836,2.2960443895349965,1.2990922054875198,9.935355937396372,2.702444405646828,7.254152423895828,3.1638185059306054
291,4.1106249674085,1.1648296713109958,2.9369583031476103,1.411481699015938,4.689669235283534,1.5464933889694834,2.2972897635067597,1.2991058002747258,9.944048761241428,2.7059453433165253,7.255703777138867,3.1649863991789084
292,4.114550997484062,1.1657403192371647,2.9411285656237776,1.4117142221567942,4.696484945113607,1.5469939793954133,2.298527890749414,1.299117903006276,9.952693143307926,2.7094324438380055,7.257224470864244,3.1661336850028907
293,4.118453336300251,1.1666452280465116,2.9452852494794777,1.4119476541686342,4.703275516361338,1.54749184973399,2.299758825736129,1.2991285335896983,9.961289431610842,2.712905774371428,7.25871475437089,3.167260524483141
294,4.122332167947976,1.1675444444027245,2.9494284253056917,1.4121820184877993,4.710041076384228,1.5479870486461877,2.3009826223626515,1.2991377116343357,9.969837970793852,2.716365401672531,7.260174874251267,3.168367077155097
295,4.126187674606927,1.1684380144604611,2.9535581631031893,1.4124173380013603,4.716781751505843,1.5484796241206196,2.302199333955263,1.299145456456377,9.978339102170574,2.7198113920955964,7.261605074428161,3.1694535010277103
296,4.130020036570421,1.1693259838723074,2.9576745322895643,1.4126536350565189,4.7234976670272335,1.5489696234824155,2.3034090132785967,1.2991517870837854,9.986793163765226,2.7232438115963755,7.263005596190855,3.1705199526018517
297,4.133829432269856,1.170208397795623,2.961777601706164,1.412890931469846,4.7301889472381795,1.5494570934019705,2.304611712543325,1.299156722261138,9.995200490352651,2.7266627257349847,7.264376678230712,3.171566586888455
298,4.137616038298769,1.1710853008992723,2.9658674396248994,1.4131292485363482,4.736855715428283,1.5499420799035426,2.3058074834137128,1.2991602804543692,10.00356141349778,2.7300681996787732,7.26571855667621,3.172593557426405
299,4.141380029436546,1.1719567373702475,2.969944113754972,1.4133686070383848,4.743498093897906,1.5504246283737217,2.306996377015053,1.2991624798554293,10.011876261594493,2.7334602982051592,7.267031465127366,3.173601016300166
300,4.14512157867175,1.1728227509201847,2.974007691249471,1.4136090272544162,4.75011620396896,1.5509047835697645,2.308178443940969,1.2991633383868497,10.020145359903927,2.7368390857044314,7.268315634689647,3.1745891141571754
301,4.1488408572250846,1.173683384791773,2.9780582387118897,1.4138505289676053,4.7567101659955435,1.5513825896277973,2.3093537342606023,1.299162873706229,10.028369030592197,2.7402046261825324,7.2695712940072905,3.175558000224976
302,4.152538034572017,1.1745386817650587,2.982095822202533,1.414093131474263,4.763280099374436,1.551858090070893,2.3105222975256714,1.2991611032106274,10.036547592767619,2.74355698326381,7.270798669296131,3.1765078223281247
303,4.156213278465045,1.1753886841636532,2.98612050724483,1.4143368535921501,4.769826122555442,1.5523313278170183,2.3116841827774275,1.299158044040885,10.04468136251732,2.7468962201937295,7.271997984375876,3.1774387269048474
304,4.1598667549556225,1.1762334338608333,2.990132358831552,1.4145817136686316,4.776348353051602,1.5528023451868653,2.312839438553478,1.2991537130858555,10.052770652943378,2.750222399841578,7.2731694607018715,3.1783508590234772
305,4.163498628415751,1.1770729722855524,2.994131441430931,1.414827729588685,4.782846907449261,1.5532711839115547,2.3139881128945126,1.2991481269865632,10.060815774198407,2.7535355847031275,7.274313317396371,3.1792443623986495
306,4.1671090615592465,1.1779073404283469,2.998117818992695,1.4150749187827774,4.789321901417991,1.5537378851402242,2.315130253350914,1.299141302140282,10.068817033520634,2.7568358369032797,7.275429771279286,3.180119379407283
307,4.170698215462674,1.1787365788471549,3.0020915549540046,1.4153232982345976,4.795773449720399,1.554202489447498,2.3162659069892544,1.2991332547045384,10.07677473526848,2.7601232181986797,7.276519036898476,3.1809760511043303
308,4.1742662495859735,1.1795607276730404,3.006052712245303,1.4155728844886604,4.802201666221779,1.5546650368408512,2.3173951203986944,1.29912400060104,10.08468918095462,2.76339778998031,7.277581326559538,3.1818145172383163
309,4.177813321792771,1.1803798266158247,3.010001353296086,1.4158236936577728,4.808606663899659,1.5551255667678503,2.318517939697275,1.299113555519535,10.092560669279596,2.7666596132760555,7.278616850355143,3.1826349162666547
310,4.1813395883703715,1.1811939149696298,3.0139375400405743,1.416075741430382,4.81498855485319,1.5555841181232872,2.3196344105381046,1.2991019349215942,10.100389496164906,2.7699087487532443,7.279625816193895,3.183437385370762
311,4.184845204049476,1.1820030316183392,3.01786133392331,1.416329043077782,4.82134745031244,1.5560407292562137,2.3207445781154483,1.2990891540443306,10.108175954785649,2.773145256721173,7.28060842982875,3.1842220604709546
312,4.188330322023578,1.1828072150409608,3.021772795904668,1.4165836134612113,4.827683460647537,1.556495437976862,2.321848487170722,1.299075227904044,10.115920335602697,2.7763691971335938,7.281564894884996,3.184989076241148
313,4.191795093968086,1.18360650331692,3.0256719864662878,1.4168394670388198,4.833996695377718,1.556948281563462,2.322946181998383,1.2990601712998058,10.123622926394404,2.77958062959119,7.2824954128877675,3.185738566123348
314,4.195239670059142,1.1844009341312602,3.0295589656164252,1.4170966178725197,4.840287263180224,1.55739929676896,2.324037706451734,1.2990439988169722,10.131284012287885,2.782779613344031,7.283400183289176,3.1864706623419505
315,4.1986641989921925,1.1851905447797642,3.0334337928952224,1.4173550796347192,4.846555271899107,1.5578485198276373,2.325123103948628,1.2990267248306382,10.138903875789836,2.7859662072939906,7.284279403494978,3.187185495917841
316,4.20206882800024,1.1859753721739963,3.0372965273799086,1.4176148656149408,4.852800828553908,1.5582959864616301,2.3262024174770866,1.299008363509026,10.146482796816924,2.7891404699971574,7.28513326889086,3.1878831966822996
317,4.205453702871858,1.1867554528462692,3.04114722768992,1.4178759887263312,4.85902403934822,1.5587417318873493,2.3272756896008286,1.298988928816812,10.154021052725756,2.7923024596662205,7.285961972868304,3.1885638932907243
318,4.2088189679689325,1.187530822954528,3.044985951991944,1.4181384615120531,4.8652250096781335,1.5591857908218132,2.3283429624647045,1.2989684345183963,10.161518918342429,2.79545223417283,7.286765706850048,3.1892277132361664
319,4.212164766244125,1.1883015182871624,3.0488127580048974,1.4184022961515785,4.871403844140596,1.5596281974888841,2.329404277800059,1.2989468941811106,10.16897666599165,2.7985898510499396,7.287544660315187,3.1898747828626717
320,4.2154912392581005,1.1890675742677437,3.0526277030048266,1.418667504466867,4.877560646541625,1.5600689856254117,2.330459676929994,1.2989243211783696,10.176394565525477,2.8017153674941313,7.2882990208238425,3.190505227378455
321,4.21879852719649,1.1898290259596904,3.0564308438297454,1.418934097928448,4.883695519904445,1.5605081884872887,2.331509200774559,1.2989007286927634,10.183772884351642,2.8048288403679127,7.289028974041508,3.1911191708688946
322,4.222086768886608,1.1905859080708594,3.060222236884392,1.4192020876613936,4.889808566477505,1.560945838855421,2.332552889855855,1.2988761297191012,10.19111188746148,2.8079303262019994,7.289734703762979,3.191716736309342
323,4.225356101813926,1.1913382549580704,3.0640019381449317,1.4194714844511964,4.8958998877423925,1.5613819690416102,2.3335907843030648,1.2988505370673897,10.19841183745749,2.811019881197582,7.290416391935941,3.1922980455777688
324,4.228606662138304,1.1920861006315568,3.067770003163583,1.4197422987495492,4.901969584421647,1.5618166108943494,2.334622923857398,1.2988239633657714,10.20567299458049,2.814097561228565,7.291074218684205,3.1928632194672417
325,4.231838584709994,1.1928294787593532,3.071526487073184,1.4200145406800224,4.908017756486479,1.5622497958045385,2.3356493478769624,1.298796421063397,10.212895616736427,2.8171634218437887,7.291708362330573,3.1934123776982317
326,4.235052003085396,1.193568422671617,3.0752714445916904,1.420288220043655,4.914044503164376,1.5626815547111195,2.3366700953415616,1.2987679224332596,10.220079959522774,2.8202175182692413,7.292318999419381,3.1939456389307512
327,4.238247049542604,1.1943029653648745,3.0790049300266173,1.4205633463244438,4.920049922946621,1.563111918106626,2.337685204857415,1.2987384795749677,10.227226276254639,2.8232599054102403,7.292906304738683,3.1944631207763448
328,4.241423855096717,1.1950331395062195,3.0827269972794094,1.420839928694753,4.92603411359572,1.5635409160426605,2.338694714661811,1.2987081044174784,10.234334817990433,2.8262906378536017,7.2934704513421185,3.1949649398099003
329,4.244582549514929,1.1957589774374324,3.0864376998497587,1.4211179760206214,4.931997172152719,1.5639685781352908,2.3396986626276846,1.2986768087217764,10.241405833557254,2.8293097698697944,7.294011610570444,3.1954512115813247
330,4.247723261331409,1.1964805111790489,3.090137090839855,1.4213974968669907,4.93793919494444,1.5643949335703702,2.3406970862681202,1.298644604083505,10.248439569575885,2.8323173554150674,7.294529952072747,3.195922050627046
331,4.250846117861966,1.19719777243436,3.0938252229585865,1.4216784995028462,4.943860277590626,1.5648200111087864,2.341690022740801,1.2986115019355577,10.255436270485477,2.8353134481335722,7.29502564382734,3.196377570481375
332,4.253951245218497,1.1979107925933594,3.097502148525672,1.4219609919062688,4.949760515010984,1.5652438390916326,2.3426775088523732,1.298577513550619,10.262396178567881,2.8382981013594573,7.295498852162344,3.1968178836877135
333,4.257038768323241,1.1986196027366234,3.101167919475747,1.4222449817694094,4.955640001432155,1.565666445445312,2.3436595810627536,1.2985426500436592,10.269319533971673,2.841271368118949,7.295949741775988,3.1972431018096152
334,4.260108810922825,1.1993242336391419,3.104822587362384,1.4225304765033775,4.961498830394585,1.566087857686566,2.344636275489376,1.2985069223743921,10.276206574735825,2.8442333011324172,7.296378475756571,3.197653335441704
335,4.263161495602102,1.2000247157740844,3.1084662033620654,1.4228174832430531,4.967337094759313,1.5665081029274366,2.34560762791136,1.298470341349683,10.28305753681309,2.847183952816423,7.296785215602164,3.1980486942204376
336,4.266196943797812,1.200721079316518,3.112098818278096,1.4231060088518166,4.973154886714677,1.566927207880161,2.346573673773632,1.2984329176259208,10.289872654093044,2.850123375285752,7.297170121240001,3.1984292868347484
337,4.269215275812038,1.2014133541470642,3.115720482544466,1.423396059926205,4.97895229778293,1.567345198861997,2.3475344481909755,1.2983946617113435,10.296652158424848,2.8530516203554304,7.297533351045601,3.1987952210365314
338,4.272216610825467,1.202101569855504,3.1193312462296685,1.4236876428004894,4.984729418826784,1.5677621017999832,2.3484899859520207,1.2983555839683287,10.30339627963969,2.8559687395427202,7.297875061861603,3.1991466036510015
339,4.275201066910478,1.2027857557443316,3.122931159040446,1.423980763551181,4.99048634005586,1.568177942235634,2.3494403215231845,1.2983156946156391,10.310105245572926,2.85887478406911,7.298195409016322,3.1994835405869098
340,4.278168761044045,1.2034659408322543,3.1265202703255093,1.424275428001461,4.996223151033068,1.5685927453295712,2.3503854890525337,1.2982750037306354,10.31677928208593,2.8617698048622753,7.298494546342043,3.1998061368466413
341,4.2811198091204465,1.2041421538576405,3.13009862907919,1.4245716417255394,5.001939940680909,1.569006535866098,2.3513255223736156,1.2982335212514453,10.323418613087672,2.864653852558038,7.29877262619305,3.2001144965361634
342,4.284054325963812,1.2048144232819191,3.1336662839450518,1.4248694100529466,5.007636797287686,1.5694193382577006,2.352260455009205,1.2981912569790992,10.33002346055598,2.867526977502303,7.2990297994633835,3.200408722874859
343,4.28697242534049,1.2054827772929293,3.1372232832194547,1.4251687380727525,5.013313808513657,1.5698311765494988,2.3531903201750204,1.2981482205796269,10.336594044558545,2.8703892297529756,7.299266215604359,3.200688918205228
344,4.289874219971238,1.2061472438082197,3.1407696748550666,1.4254696306377161,5.018971061397102,1.5702420744236332,2.3541151507833673,1.2981044215861213,10.343130583273641,2.8732406590818784,7.299482022641816,3.200955184002463
345,4.292759821543254,1.206807850478302,3.144305506464331,1.4257720923683737,5.024608642360317,1.5706520552035985,2.355034979446742,1.2980598694007637,10.349633293010575,2.8760813149766395,7.2996773671931265,3.2012076208839093
346,4.295629340722034,1.2074646246898566,3.147830825322891,1.4260761276570564,5.030226637215533,1.5710611418585083,2.355949838481368,1.2980145732968165,10.356102388229868,2.878911246642569,7.299852394483965,3.201446328618386
347,4.298482887163066,1.2081175935688917,3.151345678372965,1.426381740671846,5.035825131170774,1.5714693570073182,2.356859759910699,1.297968542420582,10.362538081563168,2.881730503004528,7.300007248364827,3.201671406135412
348,4.301320569523376,1.2087667839838592,3.1548501122266797,1.4266889353604657,5.041404208835628,1.5718767229229822,2.3577647754688527,1.2979217857933274,10.368940583832924,2.8845391327087766,7.300142071327325,3.2018829515342935
349,4.304142495472893,1.20941222254872,3.1583441731693602,1.4269977154541114,5.046963954226966,1.5722832615365612,2.35866491660401,1.2978743123131768,10.375310104071774,2.887337184124808,7.300257004520238,3.202081062093104
350,4.30694877170568,1.2100539356259747,3.161827907162776,1.4273080844712187,5.052504450774571,1.5726889944412692,2.359560214481754,1.2978261307569732,10.381646849541704,2.8901247053471764,7.300352187765352,3.202265834277555
351,4.309739503950996,1.2106919493296406,3.1653013598483435,1.4276200457211712,5.058025781326722,1.5730939428964796,2.3604506999883683,1.2977772497821074,10.387951025752942,2.8929017441973017,7.300427759573059,3.2024373637497465
352,4.31251479698422,1.2113262895281962,3.1687645765502914,1.42793360230795,5.063528028155694,1.5734981278316689,2.361336403734084,1.2977276779283156,10.394222836482639,2.895668348225263,7.3004838571577375,3.2025957453768013
353,4.315274754637619,1.2119569818474762,3.1722176022787814,1.428248757133726,5.069011272963196,1.5739015698503125,2.362217356056281,1.297677423619449,10.400462483793257,2.8984245647115814,7.300520616452932,3.202741073239411
354,4.3180194798109675,1.2125840516735296,3.175660481732989,1.4285655129023935,5.074475596885754,1.5743042892337304,2.363093587022645,1.2976264951652126,10.406670168050786,2.901170440668993,7.300538172126305,3.2028734406402535
355,4.320749074482033,1.2132075241554343,3.179093259304148,1.4288838721230468,5.079921080500019,1.5747063059448878,2.363965126434275,1.2975749007628732,10.412846087942665,2.9039060228441915,7.300536657594372,3.2029929401123094
356,4.323463639716912,1.2138274242080778,3.1825159790785498,1.4292038371134055,5.0853478038280135,1.5751076396321366,2.364832003828757,1.2975226484989437,10.418990440495516,2.9066313577195872,7.300516205037059,3.2030996634270794
357,4.326163275680227,1.214443776514891,3.1859286848405124,1.4295254100031851,5.0907558463423195,1.575508309632922,2.3656942484831793,1.2974697463508333,10.425103421092638,2.9093464915150196,7.300476945412026,3.203193701602698
358,4.328848081645193,1.215056605530549,3.1893314200753062,1.4298485927374094,5.096145286971203,1.5759083349774299,2.3665518894171176,1.2974162021884745,10.431185223491275,2.9120514701894846,7.300419008468806,3.203275144911937
359,4.331518156003541,1.215665935483632,3.1927242279720445,1.4301733870796767,5.101516204103681,1.576307734392199,2.3674049553955734,1.297362023775922,10.437236039839656,2.91474633944283,7.300342522762747,3.2033440828901205
360,4.334173596275316,1.2162717903792513,3.1961071514265327,1.4304997946153695,5.106868675594526,1.5767065263036772,2.36825347493187,1.2973072187729249,10.44325606069386,2.917431144717457,7.300247615668765,3.2034006043429346
361,4.336814499118535,1.2168741940016339,3.199480233044093,1.4308278167548218,5.112202778769206,1.5771047288417412,2.369097476290507,1.2972517947364723,10.449245475034408,2.920105931199984,7.300134413394886,3.2034447973541353
362,4.339440960338732,1.2174731699166768,3.2028435151423427,1.4311574547364259,5.117518590428789,1.5775023598431674,2.3699369874899823,1.297195759122315,10.455204470282684,2.922770743822927,7.300003040995632,3.203476749293177
363,4.342053074898356,1.2180687414744624,3.2061970397539414,1.431488709629697,5.122816186854756,1.5778994368550627,2.3707720363055653,1.2971391192864616,10.461133232317158,2.9254256272663453,7.2998536223852,3.2034965468227234
364,4.344650936926063,1.2186609318117374,3.2095408486293047,1.4318215823382894,5.128095643813791,1.578295977138247,2.371602650272037,1.297081882486647,10.467031945489362,2.9280706259594864,7.299686280350471,3.2035042759060897
365,4.347234639725867,1.2192497638543645,3.212874983239283,1.4321560736029664,5.1333570365624945,1.5786919976706009,2.37242885668639,1.2970240558837836,10.472900792639708,2.930705784082413,7.299501136563833,3.2035000218145715
366,4.3498042757861946,1.2198352603197318,3.2161994847778095,1.4324921840045182,5.138600439852051,1.5790875151503674,2.3732506826104935,1.2969656465433819,10.47873995511309,2.933331145567624,7.29929831159583,3.2034838691346947
367,4.352359936788797,1.2204174437191355,3.21951439416451,1.4328299139666416,5.14382592793284,1.5794825459994135,2.374068154873717,1.2969066614369504,10.484549612774286,2.935946754101662,7.299077924927657,3.203455901775384
368,4.354901713617549,1.2209963363601257,3.222819752047286,1.4331692637587694,5.149033574558996,1.5798771063664534,2.374881300075525,1.2968471074433754,10.49032994402319,2.938552653126701,7.298840094963449,3.2034162029750184
369,4.357429696367151,1.2215719603488215,3.2261155988048653,1.4335102334988579,5.154223452992913,1.5802712121302276,2.3756901445880283,1.296786991350273,10.49608112580982,2.941148885842141,7.29858493904244,3.2033648553084255
370,4.359943974351691,1.2221443375921976,3.229401974549316,1.4338528231561323,5.159395636009701,1.5806648789026514,2.3764947145585062,1.2967263198553245,10.501803333649175,2.9437354952061687,7.298312573450937,3.2033019406937804
371,4.362444636113121,1.2227134898003333,3.232678919128536,1.434197032553785,5.164550195901589,1.5810581220319184,2.37729503591189,1.2966650995675852,10.507496741635892,2.9463125239373227,7.2980231134341285,3.2032275403994146
372,4.364931769429593,1.2232794384886374,3.2359464721287114,1.434542861371638,5.16968720448228,1.5814509566055646,2.3780911343532174,1.2966033370087775,10.51316152245871,2.948880014516043,7.297716673207753,3.2031417350505524
373,4.367405461323721,1.223842204980038,3.239204672876741,1.434890309148759,5.174806733091249,1.5818433974535053,2.3788830353700465,1.2965410386145564,10.51879784741479,2.951438009186208,7.2973933659695955,3.20304460463596
