Ca,Tradescantia_low_1,Tradescantia_low_2,Tradescantia_low_3,Tradescantia_medium_1,Tradescantia_medium_2,Tradescantia_medium_3,Tradescantia_high_1,Tradescantia_high_2,Tradescantia_high_3,Monalisa_low_1,Monalisa_low_2,Monalisa_low_3,Monalisa_medium_1,Monalisa_medium_2,Monalisa_medium_3,Peperomia_low_1,Peperomia_low_2,Peperomia_low_3,Peperomia_medium_1,Peperomia_medium_3,Peperomia_high_2,Sphatophilum_low_1,Sphatophilum_low_2,Sphatophilum_low_3,Sphatophilum_medium_1,Sphatophilum_medium_2,Sphatophilum_medium_3,Sphatophilum_high_1,Sphatophilum_high_3,Philodendron_low_1,Philodendron_low_2,Philodendron_low_3,Philodendron_medium_1,Philodendron_medium_2,Philodendron_medium_3,Philodendron_high_1,Philodendron_high_2,Philodendron_high_3,Chlorophytum_low_1,Chlorophytum_low_2,Chlorophytum_low_3,Chlorophytum_high_1,Chlorophytum_high_2,Chlorophytum_high_3
933,6.02255595436519,8.049718914025064,6.467379845256952,9.57330995703631,8.697891448313602,8.379400688041299,7.458484874435551,6.785607362152015,4.821229733319154,8.123970657297404,4.225305831675665,3.2307614896439145,3.323318195399764,8.021116417962622,11.60663008207253,3.9237999630565707,7.213304120980519,6.2953232808506545,7.19851317105414,3.526614696801027,3.924124851340799,5.627085421762415,3.9695371332556437,6.41137519642127,9.95437777435025,5.616816952799632,2.857551108719604,7.972555259125751,6.749871979707779,3.3068036052382395,3.4566886950949716,2.156547930060295,2.3844250799301845,3.903945749017444,3.6796749470962955,4.371779899843809,7.06197578616308,0.2725985295342468,5.627946700893615,5.052017938849264,4.832899683182206,5.138781054109382,4.461442152118185,5.060597991380054
934,6.023909288003463,8.051634941334678,6.468943733858143,9.575701792656428,8.701230466380855,8.38144560730029,7.460154463992287,6.787297603350288,4.824753883787445,8.126463087771826,4.226309568465138,3.2315822029758583,3.3244253465422937,8.024237621141493,11.611232289475943,3.9279260984949853,7.217709253545559,6.300166049141932,7.205724758670374,3.5302199223055837,3.928444556579845,5.629318126837631,3.971420466496931,6.413488478995742,9.957322821919986,5.620238755849985,2.8591960789570416,7.9767796473056585,6.75429608255043,3.3102401814490188,3.459021664796295,2.1578225532233146,2.3867304689631053,3.9054363012923994,3.6837175406088742,4.374451026636019,7.068378213733086,0.2731799803725065,5.629425136292117,5.053501540402275,4.8341810314294955,5.141932729067275,4.463109939624066,5.062475581750628
935,6.025262621641735,8.053550968644291,6.470507622459333,9.578093628276546,8.704569484448108,8.38349052655928,7.461824053549025,6.78898784454856,4.828278034255736,8.128955518246247,4.22731330525461,3.232402916307802,3.3255324976848235,8.027358824320366,11.615834496879357,3.9320522339334003,7.2221143861106,6.30500881743321,7.2129363462866065,3.5338251478101403,3.9327642618188916,5.631550831912846,3.9733037997382183,6.415601761570215,9.960267869489721,5.623660558900338,2.8608410491944793,7.981004035485565,6.758720185393082,3.313676757659798,3.4613546344976176,2.159097176386334,2.389035857996026,3.906926853567355,3.687760134121453,4.37712215342823,7.074780641303092,0.2737614312107662,5.630903571690618,5.054844776710556,4.835462379676785,5.145084404025167,4.464777727129948,5.064353172121202
936,6.026615955280008,8.055289158272977,6.472071511060523,9.580485463896665,8.707908502515359,8.38553544581827,7.463493643105761,6.7906780857468325,4.831802184724027,8.13144794872067,4.2283170420440825,3.2332236296397454,3.3266396488273533,8.030480027499237,11.620436704282769,3.9361783693718153,7.22651951867564,6.309851585724488,7.22014793390284,3.5374303733146975,3.9370839670579376,5.633783536988061,3.975187132979505,6.417715044144686,9.963212917059456,5.6270823619506904,2.862486019431917,7.985228423665472,6.7631442882357335,3.3171133338705774,3.4636876041989404,2.1603717995493534,2.3913412470289463,3.9084174058423105,3.6918027276340313,4.37979328022044,7.081183068873098,0.27434288204902585,5.63238200708912,5.056188013018837,4.836743727924073,5.14823607898306,4.466445514635829,5.066230762491776
937,6.02796928891828,8.057027347901661,6.473635399661714,9.582877299516783,8.711247520582612,8.387580365077259,7.465163232662498,6.7923683269451045,4.835326335192318,8.133940379195092,4.229320778833555,3.234044342971689,3.327746799969883,8.033601230678109,11.625038911686183,3.94030450481023,7.23092465124068,6.3146943540157645,7.227359521519074,3.541035598819254,3.9414036722969836,5.636016242063277,3.9770704662207925,6.419828326719158,9.966157964629192,5.630504165001043,2.8641309896693548,7.989452811845379,6.7675683910783855,3.3205499100813567,3.4660205739002636,2.1616464227123733,2.393646636061867,3.909907958117266,3.69584532114661,4.38246440701265,7.087585496443103,0.2749243328872855,5.633860442487623,5.057531249327119,4.838025076171363,5.151387753940953,4.46801899952217,5.0681083528623505
938,6.029322622556552,8.058765537530347,6.475199288262904,9.585269135136901,8.714586538649865,8.38962528433625,7.466832822219234,6.794058568143377,4.838850485660609,8.136432809669515,4.230324515623028,3.234865056303633,3.328853951112413,8.03672243385698,11.629641119089596,3.944430640248645,7.23532978380572,6.319537122307042,7.234571109135308,3.5446408243238112,3.94572337753603,5.638248947138493,3.97895379946208,6.42194160929363,9.969103012198927,5.633925968051395,2.8657759599067925,7.993677200025286,6.771992493921037,3.323986486292136,3.4683535436015864,2.1629210458753927,2.395952025094788,3.9113985103922215,3.6998879146591888,4.385135533804861,7.09398792401311,0.2755057837255452,5.635338877886125,5.058874485635401,4.839306424418652,5.154539428898846,4.469592484408511,5.069985943232925
939,6.030675956194824,8.06050372715903,6.476763176864095,9.58766097075702,8.717925556717118,8.39167020359524,7.468502411775971,6.795748809341649,4.8423746361289,8.138925240143935,4.231328252412501,3.2356857696355763,3.3299611022549427,8.039843637035853,11.634243326493008,3.9484966886781874,7.239734916370761,6.32437989059832,7.241782696751541,3.548246049828368,3.950043082775076,5.640481652213708,3.980837132703367,6.424054891868102,9.972048059768662,5.637347771101748,2.86742093014423,7.997901588205194,6.776416596763689,3.3274230625029153,3.4706865133029097,2.164195669038412,2.398257414127708,3.912889062667177,3.703930508171767,4.387806660597071,7.1003903515831155,0.27608723456380485,5.636817313284626,5.060217721943682,4.84058777266594,5.157691103856738,4.4711659692948515,5.071863533603499
940,6.032029289833097,8.062241916787716,6.478327065465286,9.590052806377138,8.721264574784371,8.39371512285423,7.470172001332707,6.797439050539922,4.845898786597191,8.141417670618358,4.232331989201974,3.23650648296752,3.3310682533974725,8.042964840214724,11.638845533896422,3.95256273710773,7.244140048935801,6.329222658889597,7.248994284367774,3.551851275332925,3.9543627880141226,5.642714357288924,3.9827204659446545,6.426168174442574,9.974993107338397,5.640769574152101,2.869065900381668,8.0021259763851,6.78084069960634,3.3308596387136946,3.4730194830042325,2.1653634424244266,2.400562803160629,3.9143796149421326,3.707973101684346,4.3904777873892815,7.106792779153121,0.2766686854020646,5.638295748683129,5.061560958251963,4.84186912091323,5.160842778814631,4.472739454181193,5.073741123974073
941,6.033382623471369,8.0639801064164,6.479890954066476,9.592444641997256,8.724603592851622,8.39576004211322,7.471841590889444,6.799129291738194,4.849422937065482,8.14391010109278,4.233335725991446,3.2373271962994634,3.3321754045400023,8.046086043393595,11.643447741299836,3.956628785537272,7.248545181500841,6.3340654271808745,7.256205871984008,3.5554565008374817,3.9586824932531686,5.644947062364139,3.9846037991859418,6.428281457017046,9.977938154908133,5.6441913772024535,2.870710870619106,8.006350364565007,6.785264802448992,3.334296214924474,3.4753524527055553,2.1665312158104415,2.4028681921935497,3.915713421210904,3.7120156951969245,4.3931489141814914,7.113195206723127,0.27725013624032424,5.639774184081631,5.062904194560245,4.843150469160518,5.163994453772524,4.474312939067533,5.075618714344647
942,6.034735957109642,8.065718296045086,6.481454842667667,9.594836477617374,8.727942610918875,8.39780496137221,7.473511180446181,6.800819532936467,4.8529470875337735,8.146402531567203,4.234339462780919,3.238147909631407,3.3332825556825316,8.049207246572466,11.648049948703248,3.9606948339668144,7.252950314065881,6.338908195472152,7.263417459600242,3.5590617263420383,3.9630021984922146,5.647179767439354,3.986487132427229,6.4303947395915175,9.980883202477868,5.647613180252806,2.8723558408565437,8.010574752744914,6.789688905291644,3.3377327911352532,3.4776854224068785,2.167698989196456,2.40517358122647,3.9170472274796757,3.716058288709503,4.395820040973702,7.119597634293133,0.2778315870785839,5.641202259445201,5.064247430868527,4.844431817407807,5.167146128730417,4.475886423953875,5.077496304715221
943,6.036089290747914,8.067456485673771,6.483018731268857,9.59722831323749,8.731281628986128,8.3998498806312,7.475180770002917,6.802509774134739,4.856471238002064,8.148894962041624,4.235343199570392,3.238968622963351,3.3343897068250614,8.05232844975134,11.652652156106662,3.964760882396357,7.257355446630921,6.343750963763429,7.270629047216475,3.5626669518465954,3.967321903731261,5.6494124725145705,3.9883704656685164,6.432508022165989,9.983828250047603,5.651034983303158,2.8740008110939814,8.01479914092482,6.794113008134296,3.3411693673460325,3.4800183921082013,2.1688667625824705,2.407478970259391,3.9183810337484473,3.7201008822220816,4.398491167765912,7.126000061863139,0.2784130379168436,5.642630334808772,5.065590667176807,4.845713165655097,5.17029780368831,4.477459908840215,5.079373895085795
944,6.037442624386186,8.069194675302455,6.484582619870047,9.599620148857609,8.734620647053381,8.40189479989019,7.476850359559654,6.804200015333012,4.859995388470355,8.151387392516046,4.2363469363598645,3.2397893362952943,3.335496857967591,8.05544965293021,11.657254363510075,3.9688269308258994,7.261760579195962,6.348593732054707,7.2778406348327085,3.566272177351152,3.971641608970307,5.651645177589786,3.9902537989098037,6.434621304740461,9.986523491602384,5.654456786353511,2.875645781331419,8.019023529104729,6.798537110976948,3.344605943556812,3.4823513618095245,2.170034535968485,2.4097843592923116,3.919714840017219,3.7241434757346603,4.400970090135222,7.132402489433145,0.27899448875510324,5.6440584101723426,5.066933903485089,4.846994513902385,5.173449478646202,4.4790333937265565,5.081251485456369
945,6.038795958024458,8.070932864931141,6.486146508471238,9.602011984477727,8.737959665120634,8.40393971914918,7.47851994911639,6.805890256531284,4.863519538938646,8.153879822990469,4.237350673149337,3.240610049627238,3.336604009110121,8.058570856109082,11.661856570913487,3.9728929792554415,7.266165711761002,6.3534365003459845,7.285052222448942,3.569877402855709,3.9759613142093535,5.653877882665001,3.992137132151091,6.436734587314933,9.989218733157164,5.657878589403864,2.877290751568857,8.023247917284635,6.8029612138196,3.348042519767591,3.4846843315108473,2.1712023093545,2.412089748325232,3.9210486462859904,3.7281860692472386,4.403449012504532,7.13880491700315,0.27957593959336297,5.645486485535913,5.068277139793371,4.848275862149674,5.1766011536040955,4.480606878612897,5.083129075826943
946,6.040149291662731,8.072671054559825,6.487710397072429,9.604403820097845,8.741298683187887,8.40598463840817,7.480189538673127,6.807580497729557,4.8670436894069375,8.156372253464891,4.23835440993881,3.241430762959182,3.337711160252651,8.061692059287953,11.666458778316901,3.976959027684984,7.270570844326042,6.358279268637262,7.292263810065176,3.573482628360266,3.9802810194483995,5.6561105877402165,3.9940204653923783,6.438847869889405,9.991913974711945,5.6613003924542165,2.8789357218062945,8.027472305464542,6.807385316662251,3.3514790959783705,3.48701730121217,2.1723700827405144,2.4143951373581527,3.922382452554762,3.7322286627598174,4.405927934873841,7.145207344573157,0.28015739043162263,5.646914560899484,5.0696203761016525,4.849557210396964,5.1797528285619885,4.482180363499238,5.0850066661975175
947,6.041502625301003,8.07440924418851,6.489274285673619,9.606795655717963,8.74463770125514,8.40802955766716,7.481859128229863,6.809270738927829,4.870567839875228,8.158864683939314,4.239358146728282,3.242251476291125,3.3388183113951806,8.064813262466826,11.671060985720315,3.9810250761145265,7.274975976891082,6.363122036928539,7.299475397681409,3.577087853864823,3.9846007246874455,5.658343292815432,3.995903798633665,6.440961152463877,9.994609216266726,5.664722195504569,2.8805806920437322,8.031314429918933,6.811809419504903,3.3549156721891498,3.4893502709134934,2.173537856126529,2.4167005263910735,3.9237162588235335,3.736271256272396,4.4084068572431505,7.151609772143162,0.2807388412698823,5.648342636263054,5.070963612409933,4.850838558644252,5.1829045035198815,4.483753848385579,5.086884256568092
948,6.042855958939276,8.076147433817194,6.49083817427481,9.609187491338082,8.747976719322391,8.41007447692615,7.483528717786601,6.810960980126102,4.873937744225667,8.161357114413734,4.240361883517755,3.243072189623069,3.3399254625377104,8.067934465645697,11.675663193123729,3.985091124544069,7.279381109456123,6.367964805219817,7.306686985297643,3.5806930793693796,3.988920429926492,5.660575997890648,3.9977871318749525,6.443074435038349,9.997304457821507,5.668143998554921,2.88222566228117,8.035156554373321,6.816233522347555,3.358352248399929,3.491683240614816,2.1747056295125438,2.419005915423994,3.925050065092305,3.7403138497849744,4.41088577961246,7.158012199713168,0.28132029210814197,5.6497707116266245,5.072306848718215,4.8521199068915415,5.186056178477774,4.48532733327192,5.088761846938666
949,6.044209292577548,8.07788562344588,6.492402062876,9.6115793269582,8.751315737389644,8.41211939618514,7.485198307343337,6.812651221324374,4.877307648576105,8.163849544888157,4.241365620307228,3.2438929029550128,3.34103261368024,8.070829319803591,11.68026540052714,3.989157172973611,7.283786242021163,6.3725170502124,7.313898572913876,3.5842983048739363,3.993240135165538,5.662808702965863,3.99967046511624,6.4451877176128205,9.999999699376287,5.671565801605274,2.883870632518608,8.038998678827712,6.820657625190207,3.3617888246107084,3.4940162103161394,2.1758734028985582,2.4213113044569146,3.9263838713610766,3.744356443297553,4.41336470198177,7.164414627283174,0.28190174294640163,5.651198786990196,5.073650085026497,4.853401255138831,5.189207853435667,4.486900818158261,5.09063943730924
950,6.04556262621582,8.079623813074566,6.493965951477191,9.613971162578318,8.754654755456897,8.41416431544413,7.4868678969000735,6.814341462522647,4.880677552926543,8.16634197536258,4.242369357096701,3.244713616286956,3.34213976482277,8.073724173961487,11.684867607930554,3.9932232214031536,7.288191374586203,6.377069295204984,7.321110160530109,3.5879035303784934,3.997559840404584,5.665041408041079,4.001553798357527,6.447301000187292,10.002694940931068,5.674987604655627,2.885515602756046,8.0428408032821,6.825081728032859,3.3652254008214877,3.496349180017462,2.1770411762845727,2.4236166934898353,3.927717677629848,3.748399036810132,4.415843624351079,7.17081705485318,0.2824831937846613,5.652626862353766,5.074993321334778,4.854682603386119,5.19235952839356,4.488474303044601,5.092517027679814
951,6.0469159598540925,8.08136200270325,6.495529840078381,9.616362998198436,8.75774875805546,8.41620923470312,7.48853748645681,6.816031703720919,4.884047457276981,8.168834405837002,4.243373093886174,3.2455343296189,3.3432469159652998,8.076619028119381,11.689469815333968,3.997289269832696,7.292596507151243,6.381621540197567,7.328321748146343,3.59150875588305,4.0018795456436305,5.667274113116294,4.003437131598814,6.449414282761764,10.005390182485849,5.6784094077059795,2.8871605729934835,8.04668292773649,6.829505830875511,3.368661977032267,3.498682149718785,2.178208949670587,2.425922082522756,3.9290514838986197,3.75244163032271,4.418322546720389,7.177219482423186,0.283064644622921,5.654054937717336,5.076336557643059,4.8559639516334085,5.195511203351453,4.490047787930942,5.094394618050388
